id,nama,Foto,bahan,cooking_step,kalori,protein
59,Ikan pesmol nila,https://img-global.cpcdn.com/recipes/d378db811cc5e1fe/680x482cq70/pesmol-ikan-nila-foto-resep-utama.jpg,500 gram ikan nila--7 bawang merah--5 bawang putih--1 tomat kecil--2 Kemiri--Ketumbah--2 ruas kunyit--2 Daun Salam--1 tangkai Sereh--1 cabe merah--2 batang bawang daun--,Cuci ikan rendam dngan garam dan sedikit cuka (agar gak bgtu bau amis) ganti jeruk nipis jga bisa sedikit aja--Goreng ikan sampai kering--Haluskan bumbu bawang merah. bawang putih. kemiri. ketumbar. kunyit. Kemudian potong cabe. tomat. dan bawang daun--Tumis bumbu dan cabe yg sudah d haluskan dengan minyak goreng hingga harum. Beri air sesuai dengan selera tunggu sampe air sedikit meletup-letup bru masukan bawang daun dan tomat. kemudian masukan ikan yg sudah d goreng diamkan selama -/+ 5 menit sampai air sedikit mengering--Ikan siap d sajikan--,465,41
60,Mangut Lele (tanpa santan),https://img-global.cpcdn.com/recipes/170686036cf4fb26/680x482cq70/mangut-lele-tanpa-santan-foto-resep-utama.jpg,4 ekor lele--1 ruas lengkuas--1 batang sereh--2 lb daun salam--5 buah cabe rawit--Bumbu halus:--4 siung bawang merah--3 siung bawang putih--3 buah cabe merah--1 ruas jahe--1 ruas kunyit (bakar)--3 butir kemiri (sangrai)--Garam. gula. penyedap (r*yco)--Air--,Goreng kering lele. Sisihkan.--Tumis bumbu halus sampai matang. Masukan sereh. daun salam & lengkuas.--Masukan air. Tambahkan garam. gula & penyedap. Koreksi rasa hingga pas.--Masukan cabe rawit. Masukan lele. Tunggu sampai air menyusut & bumbu meresap.--Angkat & sajikan selagi hangat! 😋--,785,57
61,Ikan Tongkol Kemangi Kuah Santan,https://img-global.cpcdn.com/recipes/c0db6bb1d39192ab/680x482cq70/ikan-tongkol-kemangi-kuah-santan-foto-resep-utama.jpg,1/4 ikan tongkol /pindang tongkol--1 buah terong (saya skip)--Tahu (saya ganti dgn tempe)--1 ikat kemangi--1 ruas lengkuas--3-4 lembar daun salam--1 sachet santan instan--Garam--Gula--Secukupnya kunyit bubuk (tambahan dari saya)--🍆 Bumbu iris :--3 siung bawang putih--3 siung bawang merah (tambahan dr saya)--1 buah bawang bombai (saya 1/2)--1 buah tomat--Secukupnya cabai rawit utuh--1 buah cabai merah besar (saya skip)--1-2 buah cabai hijau (saya skip)--,Cuci bersih ikan tongkol.rebus sebentar lalu goreng. Kalau pakai ikan pindang tongkol. cukup di goreng saja ya bun.--Potong2 tempe sesuai selera. lalu goreng. sisihkan.--Panaskan minyak. tumis bawang merah. bawang putih hingga wangi dan kekuningan. Masukkan bawang bombai. aduk rata. Lalu masukkan daun salam dan lengkuas. Tambahkan air secukupnya.--Masukkan santan instan. tambahkan garam. gula.kunyit bubuk. aduk rata dan koreksi rasa. Masukkan ikan dan tempe.--Setelah mendidih. masukkan cabe rawit utuh. Tunggu agak kuah menyusut. lalu tambahkan tomat dan kemangi. Aduk sebentar lalu matikan kompor. Siap di sajikan.--,605,52
62,IKAN GURAME SAMBEL JELETOT,https://img-global.cpcdn.com/recipes/f3a7187b3111a35d/1200x630cq70/photo.jpg,1 ekor ikan gurame potong 4--1 batang sereh geprek--1 lembar daun jeruk--1 buah tomat potong kasar--2 bungkus terasi yang sudah di bakar lalu haluskan--Garam--Gula pasir--blok Kaldu--1 lembar daun salam--Minyak untuk menumis--10 buah cabe rawit merah utuh--Ruas lengkuas geprek--Bumbu iris :--15 buah cabe rawit merah iris--10 buah bawang putih iris--20 buah bawang merah iris--,Goreng ikan hingga kering--Tumis bumbu iris beserta sereh. lengkuas. daun salam. daun jeruk. terasi... tumis hingga harum dan layu--Masukan tomat lalu aduk rata. Kemudian masukan ikan yang sudah di goreng. garam. gula dan kaldu blok--Masak hingga ikan bercampur bumbu... Test rasa kemudian di angkat...--,465,41
63,Lele Goreng Gurih,https://img-global.cpcdn.com/recipes/2c83d37d34c650f7/680x482cq70/lele-goreng-gurih-foto-resep-utama.jpg,1/2 kg lele isi 7--Secukupnya minyak goreng--bumbu marinasi :--5 siung bawang putih--1 sdt ketumbar--1/2 ruas kunyit--Secukupnya garam--Secukupnya air--,Cuci bersih lelenya. Sisihkan--Haluskan bumbu marinasi--Setelah halus. tambahkan air secukupnya di bumbunya dan tuangkan ke wadah lele--Bolak balik lele sampai bumbunya merata.--Masukkan kulkas diamkan semalaman--Besoknya tinggal dgoreng. Yummy--,408,19
64,Nila Pedas Manis,https://img-global.cpcdn.com/recipes/107de308d4b5f888/680x482cq70/nila-saus-pedas-manis-foto-resep-utama.jpg,secukupnya Garam--4 biji cabe rawit--1 siung bawang putih--5 siung bawang merah--1/2 potong gula merah kelapa--sedikit terasi--1 biji tomat--1/2 kg ikan nila--secukupnya kecap--secukupnya air--2 daun salam--1 siung serai--2 daun jeruk--2 cm kunir--,Cuci bersih ikan nila--Siapkan wajan n minyak dipanaskan. goreng ikan nila hingga matang--Siapkan bumbu-bumbu sebagian ditumbuk sebagian di iris--Iris serai dan daun jeruknya--Goreng bumbu yg udah dihaluskan kemudian tambahkan air hingga mendidih tambahkan bumbu yg sudah di iris tadi--Tambahkan ikan nila yg sudah digoreng tadi--Tunggu hingga bumbunya meresap ke ikan nila--,435,91
65,Acar Ikan Nila,https://img-global.cpcdn.com/recipes/cb5855c05024c57c/680x482cq70/ikan-nila-acar-kuning-foto-resep-utama.jpg,3 ekor ikan nila ukuran sedang--1 buah wortel--1 buah timun (saya gapake)--Bumbu:--7 butir bawang merah--4 butir bawang putih--4 butir kemiri--1 ruas jahe--1 ruas kunyit--1/2 sdt ketumbar--1 ruas laos memarkan--Daun salam--Jeruk nipis--2 buah cabe merah belah 2--Garam--Gula--Merica--Air--Minyak--,Marrinete ika dengan garam. merica dan jeruk nipis. Diamkan--Goreng ikan setengah matang. Tiriskan--Haluskan bumbu. tumis hingga harum tambahkan laos dan daun salam. Tambahkan air 100 mL--Masukkan wortel yg dipotong korek api (alumate) tunggu hingga layu.--Seasoning. masukan ikan yang telah digoreng dan cabe yg telah dibelah 2. Tunggu 5 menit. Sajikan----,367,19
66,Pindang Tongkol Bumbu Tomat,https://img-global.cpcdn.com/recipes/d8b7ac067a1ee65b/680x482cq70/pindang-tongkol-bumbu-tomat-foto-resep-utama.jpg,"2 ekor pindang tongkol--1 bh tomat. potong""--3 btr bawang merah. cincang kasar--2 siung bawang putih. cincang kasar--3 bh cabe rawit mrh. iris bulat--1 sdm kecap manis--Garam. gula. penyedap sckpnya--","Bersihkan pindang tongkol. buang kepala. ekor dan tulangnya. Goreng setengah matang. sisihkan.--Tumis bw mrh. bw pth sampai harum. masukkan cabe dan tomat. aduk"" masukkan pindang. beri kecap. garam. gula dan penyedap. tuang sedikit air. masak hingga air menyusut. koreksi rasa. angkat dan sajikan....--",401,41
67,Roti goreng isi tuna,https://img-global.cpcdn.com/recipes/56ff2d4c7b084283/680x482cq70/roti-goreng-isi-tuna-foto-resep-utama.jpg,roti tawar--2 biji telor ayam (kocok lepas)--serbuk roti (secukupnya)--isian :--150 gr tuna kaleng--2 siung bawang putih (cincang)--3 siung bawang merah (iris)--1/2 bowang bombai (iris)--8 buah rawit (boleh gak pake kalo buat anak) (iris)--secukupnya lada & garam--,Panaskan minyak dan tumis bawang putih dan merah sampai harum. kemudian masukan bawang bombai dan rawit--Setelah itu masukan ikan tuna (tumis sambil dihancurkan) tambahkan garam dan lada.. biarkan sebentar setelah itu angkat--Untuk kulitnya : potong roti bagian pinggirnya lalu potong segitiga. habis itu isi roti dengan isian ikan tuna. pipihkan dibagian tepi agak isian tidak keluar. lalukan sampai roti & isian habis--Panas kan minyak dengan api sedang. masukan roti ke telur lalu gulingkan ke serbuk roti. goreng hingga warna kecoklatan..--Selamat mencoba 😊--,485,36
68,Ikan mas bakar terasi,https://img-global.cpcdn.com/recipes/b820c923f776f503/1200x630cq70/photo.jpg,Bahan :--2 ekor ikan mas. di kerat-kerat--1/2 sendok makan air jeruk nipis--1/2 sendok makan garam--1 sendok makan air asam jawa--3 sendok makan kecap manis--3 sendok makan minyak sayur untuk menumis--Bumbu halus :--6 butir bawang merah--3 siung bawang putih--3 buah cabai merah besar--4 buah cabai merah keriting--2 buah cabai rawit merah--1/2 sendok makan ketumbar--2 sendok teh terasi--2 cm jahe--1 sendok teh garam--,Lumuri ikan mas dengan jeruk nipis & garam. Diamkan 15 menit.--Panaskan minyak. Tumis bumbu halus sampai harum. Masukan air asam jawa. Angkat. Tambahkan kecap manis aduk rata.--Oleskan ikan dengan bumbu. Diamkan lagi 10 menit.--Bakar ikan sambil dioles sisa bumbu sampai matang.--Sajikan dengan sambal kecap.--,395,39
69,Tuna Tahu Bumbu Merah,https://img-global.cpcdn.com/recipes/99c50e6db411b667/680x482cq70/tuna-tahu-bumbu-merah-foto-resep-utama.jpg,🐟 Bahan Utama:--250 g Ikan tuna--6 buah Tahu berkulit potong dadu (tahu biasa juga boleh asal digoreng dulu yaa setengah matang)--🐟 Bumbu Halus:--3 siung Bawang putih--1 siung Bawang merah (Sy pakai bawang bombay. karena di sini ga ada)--5 buah Cabe merah (selera)--3 buah Cabe rawit (selera)--🐟 Bumbu Pelengkap:--2 lembar Daun salam--2 cm Lengkuas geprek--Secukupnya air--1 sdm Gula merah--2 sdm kecap manis--Secukupnya Garam--Secukupnya Gula merah--Secukupnya minyak goreng--,Bersihkan. potong. dan goreng ikan tuna.--Haluskan duo bawang. cabe rawit. dan cabe merah besar.--Panaskan minyak. Tumis bumbu halus. daun salam. dan lengkuas sampai keluar minyak dan berbau harum. Tambahkan air.--Masukkan ikan tuna dan tahu.--Tambahkan kecap manis. gula merah. dan garam.--Aduk sesekali ya biar ikannya ga hancur. Pastikan apinya tidak terlalu besar karena ada gula. mudah gosong.--Biarkan bumbu meresap dan air menyusut sambil koreksi rasa--Tuna tahu bumbu merah siap dihidangkan.--,312,27
70,Sup Gurame Honje,https://img-global.cpcdn.com/recipes/32d3f9ef200f029d/680x482cq70/sup-gurame-honje-foto-resep-utama.jpg,2 Ekor Ikan Gurame--5 Siung Bawang Merah--5 Siung Bawang Putih--2 Tangkai Bunga Honje/ Kecombrang--2 buah wortel--1 Ruas Lengkoas--1 Ruas Jahe--2 Lembar Daun Salam--2 Buah Jeruk Nipis--1 Sdm Garam--Penyedap Rasa--2 1/2 Gelas Air--,Cuci ikan gurame sampai bersih dan di berikan perasan jeruk nipis + garam. Diamkan selama 5 menit agar tidak bau amis--Iris tipis bawang merah. bawang putih dan daun honje/ kecombrang. Untuk laos. jahe dan batang honje/ Kecombrangnya di geprek aja ya. Dan jangan lupa juga untuk iris cabai rawit + wortel nya.--Kukus ikan gurame terlebih dahulu selama 20 menit. kenapa harus di kukus dulu ? Biar ikannya tidak rontok saat di jadikan sup.--Sambil menunggu ikan di kukus. mari kita tumis bahan bahannya seperti bawang merah bawang putih. lengkoas jahe dan daun salam lalu si daun honje/ Kecombrang. Tumisnya jangan lama lama sampai harum saja. lalu masukan wortel dan tambahkan air 2 1/2 gelas rebus hingga wortel matang.--Setelah 2 menit mengkukus ikan. barulah ikan tersebut di angkat dan di cemplungkan ke dalam wajan yang berisikan bumbu + wortel. Oh iyaa sebelum masukan ikan ke wajan. ada baiknya kasih penyedap rasa (saya 2 sdt. ini sesuai selera) koreksi rasa jangan lupa ya buibu :)--Sambil menunggu bumbu meresap ke ikan. masukan irisan cabai rawit dan biarkan selama 5 menit biar pedesnya keluar. Hehehehe--And taraaaaaaaaaa. this is it !!! Ikan Gurame Honje/ Kecombrang siap di hidangkan. Wangi dan menggugah selera 👌👌👌👌--,465,41
71,Ikan Tongkol Bumbu Kuning,https://img-global.cpcdn.com/recipes/f15a242bf5b9dc73/400x400cq70/photo.jpg,1 ekor ikan tongkol ukuran kecil. potong jadi 4--1 buah jeruk nipis--3 lembar daun salam--3 lembar daun jeruk--1 batang sereh. ambil bagian putih. geprek--1 buah tomat merah. belah 4--secukupnya Garam. gula--Merica bubuk secukupnya (skip)--Penyedap rasa (optional)--Cabe rawit utuh sesuai selera (skip)--Bumbu halus :--5 siung bawang merah--4 siung bawang putih--1 ruas kunyit--3 cm jahe--5 biji kemiri--,Cuci bersih ikan tongkol. Beri perasan jeruk nipis dan garam. Diamkan kurleb 20-30 menit. Setelah itu. cuci bersih lagi dan goreng ikan tongkol hingga sedikit kering. Angkat--Panaskan wajan. beri sedikit minyak. Tumis bumbu halus hingga harum. Masukkan daun salam. daun jeruk. sereh dan beri sedikit air. aduk rata.--Masukkan ikan. Masak hingga air mendidih. Beri garam. gula putih dan penyedap rasa. Aduk rata. Biarkan hingga air berkurang dan bumbu meresap. Koreksi rasa--Setelah air berkurang. tambahkan potongan tomat. Aduk rata hingga tomat sedikit layu. Angkat dan hidangkan--,401,41
72,Sarden ABC Masak Kemangi,https://img-global.cpcdn.com/recipes/ae24cd599054b9f0/680x482cq70/sarden-abc-masak-kemangi-foto-resep-utama.jpg,1 kaleng besar sarden abc ekstra pedas--1 genggam daun kemangi--10 buah cabe rawit.potong serong--6 siung bawang merah.iris tipis--3 siung bawang putih.iris tipis--1 buah tomat.potong dadu--200 ml air--3 sdm minyak goreng--Secukupnya garam dan gula pasir--,Panaskan minyak goreng.masukkan cabe dan duo bawang.tumis hingga harum--Masukkan sarden dan air.aduk pelan.Tambahkan tomat.garam dan gula pasir. Masak hingga mendidih dan air sedikit menyusut. Tes rasanya.--Masukkan kemangi.aduk pelan. Matikan api--Sajikan😋--,310,36
73,Tongkol sarden pete,https://img-global.cpcdn.com/recipes/bde45d2ef048ed1e/680x482cq70/tongkol-sarden-pete-uendesss-foto-resep-utama.jpg,6 ekor tongkol / pindang--2 buah tomat kecil--sebungkus Pete--Bumbu halus :--6 buah bawang merah--3 siung bawang putih--2 cabe merah--15 cabe rawit--Gula / garam secukupnyaa--Penyedap rasa (boleh skip)--secukupnya Air mateng--Minyak untuk menggoreng dan menumis--,Cuci tongkol / pindang pluss potong sesuai seleraa--Goreng setengah matang--Haluskan bumbu--Tumis bumbu + pete + cabe merah + tomat yang sudah dipotong kecil2 (sesuai selera)--Masukkan air secukupnya--Setelah harum masukkan ikan pindang / tongkol yang sudah digoreng setengah matang tadi--Tambahkan gula pasir & garam secukupnyaa--Cek rasaaa--Kalau udahh ok tunggu mendidih angkat dan sajikaaaan--,310,36
74,Mujaer Bumbu Kuning Kemangi,https://img-global.cpcdn.com/recipes/4bcf1858718e6dab/680x482cq70/mujair-bumbu-kuning-kemangi-foto-resep-utama.jpg,Ikan mujaer goreng--1 ikat kemangi--5 siung bawang merah--4 siung bawang merah--1 cm kunyit--1 sdt ketumbar--2 butir kemiri--1 buah tomat potong--10 buah cabe rawit--2 buah cabee merah--3 lembar daun jeruk--2 lembar daun salam--2 batang serai geprek--2 cm lengkuas geprek--secukupnya Gula--secukupnya Garam--secukupnya Merica--secukupnya Penyedap rasa--,Blender : bawang merah. bawang putih. ketumbar. cabe rawit. dan cabe merah.--Tumis bumbu halus hingga harum dengan tomat. lengkuas. serai. daun salam. dan daun jeruk.--Masukkan ikan mujaer yang sudah digoreng. Masak hingga bumbu merata.--Trakhir masukkan faun kemangi.--Siap dihidangkan.--Semoga bermanfaat.--,420,28
75,Sop Ikan Nila Kemangi,https://img-global.cpcdn.com/recipes/83fffa598f51b1de/680x482cq70/sop-ikan-nila-kemangi-foto-resep-utama.jpg,1 kg Nila (ukuran sedang)--Bumbu--Jahe (2 ruas jahe di geprek)--1 ruang kunyit (haluskan)--Lengkuas (1 ruas di geprek)--Serai (3 di geprek)--Bawang merah besar 2 butir iris kasar--Bawang putih 2 iris kasar--3 lembar Daun jeruk--1 ukuran sedang Tomat hijau--1 sendok Air asem jawa--Daun bawang (iris miring)--Cabai seseuai selera (potong miring)--Garam (secukupnya)--secukupnya Gula putih--secukupnya Perasan jeruk nipis--secukupnya Air--,Lumuri ikan dengan perasan air jeruk nipis--Masukan isrisan bawang merah bawang putih. serai. jahe. kunyit. jahe. lengkuas garam. gula. dan air asama kedalam panci yang sudah berisi air--Setelah mendidih masukkan ikan. dan tomat--Setelah setengah matang. masukan daun kemangi dan irisan daun bawang--Croschek rasa--Siap dihidangkan--,397,16
76,Pampis tongkol,https://img-global.cpcdn.com/recipes/3ee58315c51321b0/680x482cq70/pampis-tongkol-pedas-foto-resep-utama.jpg,400 gram ikan tongkol kukus--1 batang sereh--4 lembar daun jeruk--1 ikat daun bawang--1 ikat kemangi(Sy ga pake)--Bumbu halus:--10 bwg merah--3 siung bwg putih--2 cm jahe--2 cm kunyit--3 cabe merah--10 cabe rawit--Minyak untuk memumis--secukupnya Garam gula--,Suwir2 ikan yg sdh dikukus--Tumis bumbu halus. sereh. daun jeruk sampai harum--Masukan ikan suwir. garam. gula. ketika hampir matang masukan daun bwg dan kemangi--,401,41
77,Bandeng suwir sambel korek,https://img-global.cpcdn.com/recipes/92b8cf04f7f690f0/680x482cq70/bandeng-suwir-sambel-korek-foto-resep-utama.jpg,1.5 ekor ikan bandeng--2 bawang putih--15 cabe rawit--secukupnya Garam gula--3 sdm Minyak panas--,Goreng ikan bandeng. Tunggu agak dingin lalu suwir2.--Uleg kasar baput dan cabe. tmbahkan garam gula. siram dg minyak panas sisa buat goreng ikan tdi.--Campur rata dengan ikan bandeng yg sdh disuwir2 td.--Sjikan dengan syur2 pelengkapnya. sayang sya kmarin gak ada kemangi. dtambah kemangi semakin mantap. Selamat mencoba.--,671,93
78,Bali ikan Bandeng,https://img-global.cpcdn.com/recipes/c24f49b4f30c9676/1200x630cq70/photo.jpg,1/4 ikan bandeng--5 buah cabai merah besar--10 buah cabai rawit--3 siung bawang putih--2 siung bawang merah--2 cm Lengkuas--2 cm Kunyit--1 cm Jahe--2 lembar Daun jeruk--2 lembar Daun salam--1 batang Serai--3 butir Kemiri--,Bersihkan ikan bandeng kemudian potong menjadi 2 bagian. jika tidak suka di potong todak masalah sesuai selera--Kemudian tambah dengan garam dan lumuri jeruk nipis 2 sdm. biarkan 10 menit supaya meresap--Siapkan bumbu halus yaitu cabai merah. cabai rawit. bawang merah. bawang putih. kunyit.lengkuas.jahe. kemiri kemudian haluskan semua bumbu--Setelah 10 menit goreng ikan sampai matang--Tumis bumbu yang sudah halus dengan minyak goreng secukupnya. masukkan daun jeruk. daun salam dan serai--Masukkan ikan yang sudah digoreng bersama dengan bumbu yang sudah matang dan ditumi bersama sekitar 10 menit tambah air sedikit dan diamkan supaya bumbunya meresap...trimakasih--,707,80
79,Pais Patin Banjar,https://img-global.cpcdn.com/recipes/7e5ff2839159b193/680x482cq70/pais-patin-banjar-foto-resep-utama.jpg,1/2 kg ikan patin--Daun pisang--1 biji Tomat--1 biji cabe hijau--Bumbu halus :--5 siung bawang putih--8 siung bawang merah--1 ruas jari kunyit--1 ruas jari laos--1 batang serei--1 sdt garam--1 sdt penyedap--3 buah kemiri--,Haluskan seluruh bumbu halus dengan cara diulek (agar tekstur bumbunya masih ada)--Bersihkan ikan patin. lumuri dengan bumbu halus. tunggu 15 menit sampai bumbu meresap--Sambil menunggu bumbu meresap. panaskan daun pisang diatas kompor agar layu dan tidak pecah saat dilipat. Potong potong memanjang tomat dan cabe hijau--Stelah 15 menit tata ikan patin diatas daun pisang bersama bumbu. taburi tomat dan cabe hijau diatasnya. kemudian bungkus--Kukus patin yang sudah dibungkus selama 15 menit--Setelah matang. pais patin yang sudah dikukus di bakar lagi sampai kering (aku bakarnya pke teplon). Pais patin siap dinikmati--,695,66
80,Nasi goreng tempe salmon,https://img-global.cpcdn.com/recipes/a7e78f6415d8cb64/680x482cq70/nasi-goreng-tempe-salmon-foto-resep-utama.jpg,nasi--ikan salmon yg sdh di goreng--tempe yg sdh di goreng dn di remas kecil2--garam--bawang putih--bawang merah--2 sendok mkn minyak goreng--cabai bisa tmbhkn klo mau pedes--,Cincang bumbu bawang putih bawang merah dn (cabai bl prlu)--Lalu tumis dgn 2.sendok mkn minyak goreng.--Tumis hingga aroma harum lalu masukkn nasi.aduk2.msukn tempe yg sdh remuk dn salom..--Aduk di orak arik hingga stengh mateng.jgn lp tmbhkn garam secukupnya..orak arik krg lbih 10 mnit..angkt dn hidangkn d piring saji..bs di hias dgn tomat atau mntimun ssuai selera anda..selmt mncoba--,535,49
81,Dory Fish Popcorn,https://img-global.cpcdn.com/recipes/ca6f0d9b36e67780/680x482cq70/dory-fish-popcorn-foto-resep-utama.jpg,1 lembar ikan Dory--1 bh jeruk nipis--🌹Bahan adonan basah--2 sdm tepung bumbu (ex:sajiku)--1/2 sdt garlic powder--Secukupnya lada--🌹Bahan pelapis--5 sdm tepung terigu--1 sdm tepung maizena--Secukupnya Kaldu jamur--,"Bismillah 🙏🏻--Cuci bersih ikan dory. lumuri perasan jeruk nipis. diamkan selama 5 menit--Ambil wadah kedap udara. tambahkan adonan basah lalu tambahkan air sedikit demi sedikit sambil d aduk"" (adonan basah jgn terlalu encer)--Bilas ikan dory yg sudah d lumuri jeruk nipis. potong2 sesuai selera. tuang ke wadah adonan basah lalu tutup wadah. diamkan d dlm kulkas selama 30 menit sampai 1 jam--Ambil dory dari kulkas. ambil satu""ikan lalu gulung"" ke adonan tepung kering. lalu goreng sampai matang--Selamat mencoba--",300,17
82,Sambal Sarden,https://img-global.cpcdn.com/recipes/e73ee5cbaf0e7031/680x482cq70/sambal-goreng-sarden-sarden-sambal-balado-simpel-foto-resep-utama.jpg,3 ekor ikan sarden segar--3-4 bawang merah--2 cabe merah--3 cabe rawit--1 tomat merah besar--Secukupnya garam. gula. bumbu racik sajiku (ikan goreng). air--,Bersihkan ikan. lumurin bumbu racik sajiku u/ ikan goreng. diamkan agar bumbu meresap (me : masukkan kulkas supaya cepat meresap)--Haluskan bumbu. (bawang merah. cabai merah. cabai rawit. garam. gula beri sedikit penyedap rasa). iris dadu tomat merah nya. sisihkan--Goreng ikan sampai kering dan matang--Tumis bumbu yg sudah dihaluskan sampai harum.... Tambahkam sedikit air. masukkan irisan tomat. cicipi rasa. bila sudah pas masukkan ikan nya... Aduk2 supaya meresap. lalu angkat dan sajikan--,310,36
83,Tumis tuna,https://img-global.cpcdn.com/recipes/3937fd9081a97678/680x482cq70/tumis-tuna-kaleng-pete-foto-resep-utama.jpg,1 kaleng tuna--1 bawang bombay iris lembut--3 siung bawang putih geprek--2 iris jahe--sedikit daun bawang--minyak untuk menumis--garam--gula--kecap asin--,Tumis bawang jahe dan bawang bombay--Lalu masukkan tuna. beri bumbu. penyedap rasa dan aduk sampai matang dan beri daun bawang tes rasa.--Matang hidangkan selamat mencoba by soimut--,581,107
84,Pecak Lele,https://img-global.cpcdn.com/recipes/75c3f3b589c4b61a/680x482cq70/pecak-lele-foto-resep-utama.jpg,500 gr lele--jeruk nipis--secukupnya garam--Bahan bumbu sambal:--3 buah cabe merah (sesuai selera)--3 siung bawang merah--3 buah kemiri--1 sdt terasi--secukupnya Garam--secukupnya Gula pasir--,Bersihkan lele. lumuri dengan garam dan jeruk nipis. diamkan kurleb 15 menit--Goreng lele hingga matang--Ulek bahan2 sambal. hingga halus. tambahkan sedikit air hangat--Koreksi rasa. masukan lele goreng ke dalam sambal. kemudian pecak atau ulek kasar--Pecak lele sangat cocok dinikmati dengan nasi hangat--,408,19
85,Ikan Tongkol Suwir Pedas,https://img-global.cpcdn.com/recipes/a8c7c8e745baf58c/680x482cq70/ikan-tongkol-suwir-pedas-foto-resep-utama.jpg,1 ekor ikan tongkol--secukupnya garam--2 lembar daun jeruk--1 buah jeruk nipis--100 ml air--1/2 sdt gula pasir--1/2 sdt kaldu bubuk--seperlunya minyak goreng--Bumbu Ikan yang Dihaluskan:--3 siung bawang putih--10 buah cabe merah besar--6 butir bawang merah--10 buah cabe rawit merah--,Pertama. kita bersihkan terlebih dahulu ikan tongkol yang sudah anda persiapkan. . Untuk membuat ikan tongkol suwir. pertama setelah ikan didiamkan selama waktu yang telah ditentukan. silahkan panaskan minyak dalam wajan.--Lalu goreng ikan tongkol kedalamya hingga berwarna keemasan. namun perhatikan jangan sampai bagian dalam yakni bagian daging ikan menjadi kering. Sebab hal ini akan membuat daging ikan sulit disuwir-suwir. Setelah digoreng dan matang. silahkan angkat ikan dari penggorengan dan biarkan minyaknya menetes terlebih dahulu.--Baru setelah itu. ambil bagian daging ikan dan suwir-suwir setelah daging ikan dingin. lalu masukkan dalam wadah dan sisihkan sementara.--Kemudian. panaskan minyak secukupnya dalam wajan dan tumis bumbu yang telah dihaluskan bersama dengan daun jeruk hingga tumisan ini mengeluarkan aroma yang harum dan sedap.--Tuangkan air kedalamnya bersama dengan bumbu yakni garam. kaldu bubuk dan gula pasir secara merata dan masak sampai tumisan bumbu ini mengental dan meletup-letup.--Masukkan ikan tongkol yang sudah di suwir kedalamnya. aduk merata dan masak hingga daging ikan tercampur dengan bumbu ini. Masak hingga mngering dengan menggunakan api yang kecil.. Setelah ikan mengering. silahkan angkat ikan dan sajikan dalam piring saji.--,593,36
86,Woku Kepala Tongkol,https://img-global.cpcdn.com/recipes/98e4508b2cb8d2ba/1200x630cq70/photo.jpg,2 kepala ikan tongkol dibelah 2--Jeruk Ikan / jeruk sambal--Minyak makan untuk menumis--sesuai selera penyedap rasa--300 ml air--Bumbu :--2 batang serai digeprek--5 lembar daun jeruk--Iris halus :--5 buah bawang merah--2 batang daun bawang--Haluskan :--2 siung bawang putih--3 buah cabai keriting--7 buah cabai rawit--5 buah kemiri--2 ruas jari jahe--2 ruas jari kunyit--,Sebelum menyiapkan bumbu. lumuri kepala ikan dengan air jeruk lalu diamkan--Panaskan minyak makan. masukkan bawang merah.tumis hingga layu--Masukkan bumbu halus sampai beraroma dan setengah matang. kemudian masukkan serai. daun jeruk dan daun bawang sampai agak layu kemudian masukkan penyedap rasa--Masukkan kepala ikan. aduk dengan bumbu selama 1 menit. tambahkan air dan aduk sebentar lalu tutup. biarkan sampai air mendidih--Koreksi rasa setelah itu tutup kembali. biarkan kurang lebih 10 menit.--Kepala ikan siap dihidangkan--Note : masak ikan dengan api sedang--,454,93
87,Chilli Tuna Puff,https://img-global.cpcdn.com/recipes/9f81df2ce953cfbd/680x482cq70/chilli-tuna-puff-kilat-super-yummy-foto-resep-utama.jpg,1/2 pack Kulit puff instant saya merk.Edo--Bahan Isian--1 Kaleng Tuna in oil pedas saya merk Kingfisher--3 siung bawang putih digoreng ambil minyaknya aja--secukupnya Boncabe/chili flakes--secukupnya Garam--secukupnya lada--secukupnya Gula--2 butir Telur Rebus potong2--,Langkah . 1.Tumis chili tuna chunk dengan minyak bawang disusul jagung pipil.lalu masukkan gula+garam+merica/lada hitam sesuai selera.. 2.Terakhir.taburi Chili Flakes/Boncabe dan Parsley cincang.aduk rata.sisihkan. 3.Potong puff seperti di foto step2.isi dengan telur rebus+tuna.lalu lipat.pipihkan samping2nya menggunakan ujung garpu supaya tidak bocor. 4.Oles kuning telur.semprot saus+parsley--Panggang dengan suhu kurleb 200 derajat sampai keemasan dan kokoh sekitar 18 menit atau sesuaikan oven sendiri. Enjoyyy----,379,9
